STD_YMD|ORG|DEST|M_0004|M_0509|M_1014|M_1519|M_2024|M_2529|M_3034|M_3539|M_4044|M_4549|M_5054|M_5559|M_6064|M_6569|M_7074|M_7579|M_8084|M_8589|M_9094|M_9599|M_1000|W_0004|W_0509|W_1014|W_1519|W_2024|W_2529|W_3034|W_3539|W_4044|W_4549|W_5054|W_5559|W_6064|W_6569|W_7074|W_7579|W_8084|W_8589|W_9094|W_9599|W_1000
20200406|2723052600|4782025000|0|0|0|0|0|0|0|2.52|0|0|0|2.52|10.08|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|2.52|0|0|0|2.52|0|0|0
20200406|2726055000|4782025000|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0
20200406|3171025900|4782025000|0|0|0|0|0|0|0|2.52|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0
20200406|4812956000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2729062800|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0
20200406|2714068500|4782025000|0|0|0|0|0|0|0|0|0|2.52|2.52|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|2.52|0|0|0|0|0|0|0|0|0
20200406|2714073000|4782025000|0|0|0|0|0|2.52|0|0|2.52|0|0|5.04|2.52|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|4719032000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2723056000|4782025000|0|0|0|0|0|2.52|0|0|0|0|2.52|2.52|2.52|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.04|5.04|2.52|0|0|0|0|0|0|0|0|0
20200406|2726060200|4782025000|0|0|0|0|0|0|2.52|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|2.52|0|0|0|0|0|2.52|0|0|0
20200406|4873033000|4782025000|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2632053000|4782025000|0|0|0|0|0|2.52|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2635051000|4782025000|0|0|0|5.04|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|4719069000|4782025000|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2617052000|4782025000|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|3020054000|4782025000|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2620067000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.04|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2723068000|4782025000|0|0|0|0|0|2.52|0|0|5.04|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2771025900|4782025000|0|0|0|0|0|0|0|0|2.52|0|5.04|2.52|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0
20200406|1171056100|4782025000|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2723071500|4782025000|0|0|0|0|0|0|0|2.52|5.04|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2729057100|4782025000|0|0|0|0|0|0|0|5.04|0|2.52|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|2.52|0|0|0|2.52|0|0|0|0|0|0|0
20200406|4711371000|4782025000|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2614053000|4782025000|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0
20200406|4729036000|4782025000|0|0|0|0|0|0|2.52|7.56|2.52|5.04|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0
20200406|2717054000|4782025000|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|2.52|0|0|0|0|0|0|0
20200406|2711057500|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|2.52|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0
20200406|2714055500|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|2.52|0|0|0
20200406|2714060000|4782025000|0|0|0|0|0|0|0|0|0|2.52|2.52|2.52|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0
20200406|4729053000|4782025000|0|0|0|0|0|2.52|5.04|15.11|5.04|22.67|12.59|2.52|0|2.52|2.52|2.52|0|0|0|0|0|0|0|2.52|0|0|0|2.52|5.04|15.11|15.11|5.04|7.56|2.52|5.04|2.52|2.52|0|0|0|0|0
20200406|2726054000|4782025000|0|0|0|0|0|0|2.52|0|0|2.52|2.52|0|2.52|0|0|0|0|0|0|0|0|0|0|0|2.52|0|2.52|0|2.52|0|0|0|0|2.52|0|2.52|0|0|0|0|0|0
20200406|4719025300|4782025000|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|4772033000|4782025000|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|4729054200|4782025000|0|0|0|2.52|0|5.04|7.56|7.56|7.56|17.63|7.56|10.08|5.04|0|0|0|0|0|0|0|0|0|0|2.52|5.04|5.04|2.52|5.04|5.04|2.52|10.08|15.11|10.08|2.52|2.52|0|0|0|0|0|0|0
20200406|1114054000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0
20200406|2714072000|4782025000|0|2.52|0|0|0|0|0|5.04|2.52|5.04|0|0|10.08|5.04|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.04|0|2.52|0|0|0|0|0|0|0
20200406|4827025000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0
20200406|2653062000|4782025000|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2720061000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0
20200406|4713059000|4782025000|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2729064000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|2.52|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|2.52|0|0|0|0|2.52|0|0|0
20200406|4782025000|4782025000|0|52.9|214.1|234.25|125.94|163.72|214.1|403.01|471.02|596.96|561.7|659.93|634.74|483.61|415.6|196.47|110.83|37.78|12.59|0|0|0|62.97|191.43|191.43|146.09|141.05|166.24|350.12|445.83|403.01|463.46|491.17|526.43|478.58|324.93|163.72|148.61|68.01|12.59|0|0
20200406|4812757000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0
20200406|4719068000|4782025000|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|4723031000|4782025000|0|0|0|0|0|0|0|2.52|2.52|0|2.52|5.04|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0
20200406|4889033000|4782025000|0|0|0|0|0|0|0|2.52|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|2.52|0|0|0|0|0|0|0
20200406|4711325000|4782025000|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|4782037000|4782025000|0|0|5.04|0|10.08|5.04|7.56|10.08|7.56|32.74|20.15|47.86|22.67|7.56|17.63|2.52|0|0|0|0|0|0|0|0|0|10.08|5.04|5.04|12.59|2.52|12.59|7.56|10.08|10.08|5.04|5.04|0|5.04|2.52|0|0|0
20200406|4825035000|4782025000|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|4711365500|4782025000|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|4711370000|4782025000|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0
20200406|2729060100|4782025000|0|0|0|2.52|0|0|0|2.52|2.52|2.52|2.52|2.52|0|2.52|0|0|0|0|0|0|0|0|0|0|0|5.04|0|0|2.52|2.52|0|5.04|0|0|0|0|0|0|0|0|0|0
20200406|4729035000|4782025000|0|0|0|0|0|0|0|2.52|2.52|0|2.52|5.04|5.04|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.04|2.52|2.52|2.52|0|0|0|0|0|0|0
20200406|4313038500|4782025000|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|4784038000|4782025000|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2729056800|4782025000|0|0|0|0|0|0|0|0|2.52|0|5.04|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|2.52|0|0|2.52|0|0|0|0|0|0|0
20200406|2647068000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2714067000|4782025000|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|5.04|0|0|0|0|0|0|0|0
20200406|2717065000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|4623051500|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2623051000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0
20200406|4715059500|4782025000|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2720056000|4782025000|0|0|0|0|0|0|0|2.52|0|0|2.52|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2729062500|4782025000|0|0|0|0|0|0|2.52|0|2.52|0|0|5.04|2.52|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|2.52|0|0|2.52|0|0|0|0|0|0|0
20200406|4773036000|4782025000|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2714054000|4782025000|0|0|0|0|2.52|2.52|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|2.52|0|0|0|0|0|2.52|0|0|0|0|0|0|0
20200406|2729056300|4782025000|0|0|0|0|0|0|0|0|0|0|0|5.04|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0
20200406|4713061500|4782025000|0|0|0|0|0|0|0|0|0|0|5.04|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0
20200406|2671031000|4782025000|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2711068000|4782025000|0|0|0|0|0|0|2.52|2.52|2.52|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.04|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2717064000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|2.52|0|0|0|0|0|0|0
20200406|2726064000|4782025000|0|0|0|0|0|2.52|2.52|0|2.52|2.52|5.04|7.56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|2.52|2.52|0|0|2.52|0|0|0|0|0|0|0|0
20200406|2729061500|4782025000|0|0|2.52|0|0|0|0|2.52|0|0|5.04|7.56|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|2.52|2.52|2.52|2.52|0|0|0|0|2.52|2.52|0|0|0|0|0|0
20200406|4719066000|4782025000|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0
20200406|4723025000|4782025000|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|3017055500|4782025000|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2726065200|4782025000|0|0|0|0|0|0|0|2.52|2.52|2.52|5.04|10.08|0|5.04|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7.56|2.52|0|0|0|0|2.52|0|0|0|0
20200406|4827035000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|5.04|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2653068000|4782025000|0|0|0|0|0|0|0|2.52|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|4887038000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2726056100|4782025000|0|0|0|0|0|0|0|2.52|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5.04|5.04|0|0|0|0|0|0|0|0|0
20200406|2711054500|4782025000|0|0|0|0|0|0|0|2.52|0|0|0|7.56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|2.52|0|0|0|0|0|0|0|0|0
20200406|2723077000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2720058600|4782025000|0|0|0|0|0|0|0|0|2.52|0|0|2.52|5.04|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|5.04|0|0|2.52|0|0|0|0|0|0
20200406|2647066000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2711067000|4782025000|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2717063000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|4715057500|4782025000|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2720054000|4782025000|0|0|0|0|0|2.52|0|0|0|0|5.04|0|2.52|2.52|2.52|0|0|2.52|0|0|0|0|0|2.52|0|0|0|0|2.52|0|2.52|2.52|2.52|0|0|2.52|0|0|0|0|0|0
20200406|4141051000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2726059000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|2.52|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0
20200406|2726063000|4782025000|0|0|0|0|0|2.52|0|2.52|7.56|2.52|2.52|5.04|0|17.63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12.59|0|0|2.52|0|5.04|5.04|2.52|0|0|0|0|0|0
20200406|3111053000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0
20200406|4833052000|4782025000|0|0|0|0|0|0|0|0|0|2.52|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2729057700|4782025000|0|0|0|0|0|0|0|2.52|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|4374036000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2653067000|4782025000|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2720066000|4782025000|0|0|0|0|0|0|2.52|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2714052000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0
20200406|4723040000|4782025000|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0
20200406|2671025000|4782025000|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|2.52|0|0|5.04|0|0|0|0|0
20200406|2723080000|4782025000|0|0|0|0|0|0|0|2.52|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|3171039000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20200406|2647065000|4782025000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2.52|0|0|0|0|0|0|0|0
